"id","lab_id","lab_nr","bp","std","delta_13_c","delta_13_c_std","prmat_id","prmat_comment","comment","feature","feature_type_id","phase_id","site_id","approved","right_id","created_at","updated_at","dating_method_id","contact_e_mail","creator_ip"
10201,259,"935",8720,120,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22193
","Inf Meso III",7,286,2724,,1,"2014-07-16 08:24:47.310935","2014-07-16 10:31:47.552723",,"","134.245.38.100"
1018,317,"7979",6210,45,,,2,"Menschliche Handknochen, Wirbel, Rippen. Ca. 120 g.","","Grab 79.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:32:22.217514",,"",""
1016,317,"7977",6130,45,,,2,"Menschliche Rippen. Ca. 120 g.","","Grab 79.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:33:56.033402",,"",""
10207,259,"943",8140,120,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22199
","CCHE 8 C",7,286,2730,,1,"2014-07-16 08:36:58.149844","2014-07-16 10:33:58.411576",,"","134.245.38.100"
10208,259,"944",8300,70,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22200
","CCHE 8 F",7,286,2731,,1,"2014-07-16 08:38:48.178624","2014-07-16 10:34:21.226979",,"","134.245.38.100"
10209,259,"946",8840,70,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22201
","CCHE 10",7,286,2732,,1,"2014-07-16 08:40:02.414892","2014-07-16 10:34:44.188221",,"","134.245.38.100"
1013,317,"7950",6140,100,,,2,"Menschliche Wirbel. Ca. 120 g.","","Grab 36.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:35:40.950168",,"",""
10212,259,"949",8610,120,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22204
","NIV CCHE  13",7,286,2735,,1,"2014-07-16 08:48:31.050475","2014-07-16 10:35:41.293891",,"","134.245.38.100"
1008,317,"19634",4024,27,,,2,"Menschliche Knochen.","","Branderodaer Str. 17, Grab.",2,298,326,t,1,"2010-11-04 15:24:20","2014-07-16 10:38:37.419641",,"",""
1007,317,"19407",5129,35,,,2,"","","Kiesgrube am Kapellenteich, Grube 2.",2,279,346,t,1,"2010-11-04 15:24:20","2014-07-16 10:39:17.688021",,"",""
1003,317,"19347",4406,26,,,2,"","Bernburg, Kugelamphoren
","Schweinemästerei (Fpl.5), Grube (Großgefäß).",1,280,284,t,1,"2010-11-04 15:24:20","2014-07-16 10:41:54.767681",,"",""
1001,317,"19334",3628,29,,,2,"Menschliche Knochen.","","Fundplatz 8, Grab 6.",2,246,318,t,1,"2010-11-04 15:24:20","2014-07-16 10:43:14.433619",,"",""
1000,317,"19333",3733,54,,,2,"Menschliche Knochen.","","Gütersee 1939, Grab.",2,272,320,t,1,"2010-11-04 15:24:20","2014-07-16 10:43:48.8735",,"",""
999,317,"19328",3739,28,,,2,"Menschliche Knochen.","","Schwelwerk, Grab 2.",2,246,310,t,1,"2010-11-04 15:24:20","2014-07-16 10:44:25.132101",,"",""
4228,309,"15411",4135,40,,,2,"Kn, keine Angabe","","Boden der nördl. Kammer",3,280,1328,t,1,"","",,"",""
4229,309,"15412",4270,45,,,2,"Kn, keine Angabe","","Basis des Langbetten n der n Kammer",3,280,1328,t,1,"","",,"",""
998,317,"19294",3686,25,,,2,"Menschliche Knochen.","","Fundplatz 8, Grab 1.",2,246,318,t,1,"2010-11-04 15:24:20","2014-07-16 10:45:07.569765",,"",""
4231,309,"6503",4625,60,,,7,"","","",3,311,1316,t,1,"","",,"",""
4232,266,"1079",3810,100,,,1,"Hk, keine Angabe","","Nachbestattung?",3,290,202,t,1,"","",,"",""
4233,494,"5828",4660,80,,,1,"Hk, keine Angabe","","Kammer, …""little charcoal which was found in the chamber floor"" (Østmo 2007, 128)",3,142,1018,t,1,"","",,"",""
995,317,"19265",3810,24,,,2,"Menschliche Knochen.","","Nördlich des Ortes; Grab.",2,272,315,t,1,"2010-11-04 15:24:20","2014-07-16 10:47:02.24657",,"",""
994,317,"19238",1193,25,,,2,"Menschliche Knochen.","aufgrund der Orientierung von Laser Glockenbecher zugeordnet","Grab 2.",2,272,293,t,1,"2010-11-04 15:24:20","2014-07-16 10:47:47.256963",,"",""
10239,266,"1914",9450,65,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22277
","Schnitt 9A",7,286,2760,,1,"2014-07-16 10:15:46.09772","2014-07-16 10:49:04.641252",,"","134.245.38.100"
983,317,"18825",3748,25,,,2,"Menschliche Knochen.","","Grab.",2,272,308,t,1,"2010-11-04 15:24:20","2014-07-16 10:54:43.509332",,"",""
1039,317,"8411",5095,55,,,3,"","Getreideschicht in Horizont 2 repräsentiert Jahresernte.","Horizont 2.",1,284,127,t,1,"2010-11-04 15:24:20","2014-07-16 10:17:42.143",,"",""
1023,317,"8031",6100,70,,,2,"Menschliche Rippen. Ca. 120 g.","","Grab 26.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:29:25.467666",,"",""
4254,398,"1477",4840,80,-26,,3,"charred seed","","pit",1,316,1362,t,1,"2011-10-24 13:16:49.526765","2011-10-24 13:16:49.526765",,"","134.245.38.118"
3876,464,"547",3560,70,,,1,"Carbó","Tasses carenades; UBAR547 (López 2001b, 18)","Residencial; Vilatge dispers; Sitja FS-38; UE 5032",1,401,1234,t,1,"2011-10-13 20:56:12","",,"","http://www.telearchaeology.com/c14"
3877,464,"548",3590,110,,,1,"Carbó","Tasses carenades; UBAR548 (López 2001b, 18)","Residencial; Vilatge dispers; Sitja FS-33; UE 5035",1,401,1234,t,1,"2011-10-13 20:56:12","",,"","http://www.telearchaeology.com/c14"
3878,464,"549",3510,60,,,1,"Carbó","Tasses carenades; UBAR549 (López 2001b, 18)","Residencial; Vilatge dispers; Sitja E-53: UE 7007",1,401,1234,t,1,"2011-10-13 20:56:12","",,"","http://www.telearchaeology.com/c14"
3879,464,"550",3450,150,,,1,"Carbó","Tasses carenades; UBAR550 (López 2001b, 18)","Residencial; Vilatge dispers; Sitja FS-54; UE 7008",1,401,1234,t,1,"2011-10-13 20:56:12","",,"","http://www.telearchaeology.com/c14"
3880,464,"551",3660,280,,,1,"Carbó","Tasses carenades; UBAR551 (López 2001, 18)","Residencial; Vilatge dispers; Sitja FS-55; UE 7010",1,401,1234,t,1,"2011-10-13 20:56:12","",,"","http://www.telearchaeology.com/c14"
3882,262,"92280",3410,90,,,2,"Os animal","Tasses carenades; Beta92280 (Equip Minferri 1997, 196 i ss. )","Residencial; Vilatge dispers; Sitja SJ-88; UE 2121",1,401,1234,t,1,"2011-10-13 20:56:12","",,"","http://www.telearchaeology.com/c14"
10197,259,"768",7820,120,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22189
","",7,286,2720,,1,"2014-07-16 08:15:52.271163","2014-07-16 10:30:11.600997",,"","134.245.38.100"
1021,317,"7994",6050,60,,,2,"Menschliche Wirbel. Ca. 120 g.","","Grab 47.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:30:38.782548",,"",""
1038,317,"8409",5030,60,,,14,"Pflanzendetritus in Getreideschicht.","Getreideschicht in Horizont 2 repräsentiert Jahresernte.","Horizont 2.",1,284,127,t,1,"2010-11-04 15:24:20","2014-07-16 10:18:21.286934",,"",""
1031,317,"8384",5165,55,,,3,"","Getreideschicht in Horizont 2 repräsentiert Jahresernte.","Horizont 2.",1,284,127,t,1,"2010-11-04 15:24:20","2014-07-16 10:23:33.21261",,"",""
10189,259,"4671",8260,120,,,1,"Holzkohle","according to BANADORA-DB: site-name: Kalekapp bei Berdorf
according to BANADORA-DB: cultute: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22180
","CCHE 3",7,286,2712,,1,"2014-07-16 07:57:12.890495","2014-07-16 10:27:34.205183",,"","134.245.38.100"
10190,259,"4978",7410,100,,,7,"","according to BANADORA-DB: site-name: Abri Vionnaz
according to BANADORA-URL:  http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22181
","CCHE 2",7,286,2713,,1,"2014-07-16 08:00:13.57363","2014-07-16 10:27:56.19245",,"","134.245.38.100"
10191,259,"4979",8700,50,,,7,"","according to BANADORA-DB: site-name: Abri Vionnaz
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22182
","CCHE 9",7,286,2714,,1,"2014-07-16 08:02:28.706751","2014-07-16 10:28:17.321546",,"","134.245.38.100"
1019,317,"7980",6135,90,,,2,"Menschliche Fußknochen. Ca. 120 g.","","Grab 36.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:31:48.765072",,"",""
10202,259,"936",8140,70,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22194
","CCHE 1",7,286,2725,,1,"2014-07-16 08:27:02.518767","2014-07-16 10:32:08.066806",,"","134.245.38.100"
10204,259,"939",7880,120,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22196

","CCHE 7 A-C",7,385,2727,,1,"2014-07-16 08:30:40.281064","2014-07-16 10:32:48.506529",,"","134.245.38.100"
10205,259,"940",8040,120,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22197
","CCHE 8 D-F",7,286,2728,,1,"2014-07-16 08:32:29.986693","2014-07-16 10:33:16.460457",,"","134.245.38.100"
10206,259,"942",8060,120,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22198
","CCHE 8 D",7,286,2729,,1,"2014-07-16 08:34:44.984538","2014-07-16 10:33:36.170022",,"","134.245.38.100"
1015,317,"7974",5950,60,,,2,"Menschliche Fußknochen. Ca. 120 g.","","Grab 26.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:34:30.219549",,"",""
1014,317,"7963",6010,50,,,2,"Menschliche Wirbel, Rippen. Ca. 120 g.","","Grab 40.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:35:06.425921",,"",""
10211,259,"948",9600,100,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22203
","CCHE 13",7,286,2734,,1,"2014-07-16 08:46:31.005746","2014-07-16 10:35:21.145879",,"","134.245.38.100"
1012,317,"7949",5990,40,,,2,"Menschliche Rippen. Ca. 120 g.","","Grab 40.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:36:17.019488",,"",""
4253,398,"1476",4890,80,-26,,3,"charred seeds","","pit",1,316,1362,t,1,"2011-10-24 12:55:46.08794","2011-10-24 13:17:31.424223",,"","134.245.38.118"
4255,308,"14713",5105,45,,,1,"","","",1,316,1362,t,1,"2011-10-24 13:20:03.287398","2011-10-24 13:20:03.287398",,"","134.245.38.118"
4256,309,"15386",5005,25,,,1,"","","",1,316,1362,t,1,"2011-10-24 13:32:10.456326","2011-10-24 13:32:10.456326",,"","134.245.38.118"
4257,309,"16643",5085,25,,,1,"","","",1,316,1362,t,1,"2011-10-24 13:38:28.923505","2011-10-24 13:38:28.923505",,"","134.245.38.118"
4252,398,"2920",5880,80,-23.3,,2,"","","",2,285,1360,t,1,"2011-10-24 09:07:13.861013","2011-10-24 09:07:13.861013",,"","134.245.38.118"
10214,259,"952",9700,120,,,1,"Holzkohle","according to BANADORA-DB: culture_ Palaeolithicum-Mesolithicum
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22206
","CCHE 15",7,611,2737,,1,"2014-07-16 08:53:53.566644","2014-07-16 10:37:23.55272",,"","134.245.38.100"
10219,265,"173",6290,150,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22227

","",16,429,2742,,1,"2014-07-16 09:10:58.978606","2014-07-16 10:39:04.166025",,"","134.245.38.100"
1037,317,"8406",5210,45,,,3,"","Getreideschicht in Horizont 2 repräsentiert Jahresernte.","Horizont 2.",1,284,127,t,1,"2010-11-04 15:24:20","2014-07-16 10:18:59.232369",,"",""
1036,317,"8402",5100,45,,,3,"","Getreideschicht in Horizont 2 repräsentiert Jahresernte.","Horizont 2.",1,284,127,t,1,"2010-11-04 15:24:20","2014-07-16 10:19:41.981408",,"",""
10241,266,"1951",6905,100,,,7,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22281
","Schnitt I",7,511,2762,,1,"2014-07-16 10:20:49.317694","2014-07-16 10:20:49.317694",,"","134.245.38.100"
10185,259,"2161",6220,340,,,1,"Holzkohl","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22170

","",7,286,2708,,1,"2014-07-16 07:38:55.582336","2014-07-16 10:25:49.077431",,"","134.245.38.100"
10186,259,"2464",3150,80,,,1,"Holzkohle","according to BANADORA-DB:  culture: Bronze Final
according to BANADORA-URL:  http://www.archeometrie.mom.fr/banadora/echantillon.php?num=20108



","FOYER 1",7,456,2709,,1,"2014-07-16 07:42:44.397268","2014-07-16 10:26:11.272793",,"","134.245.38.100"
10188,259,"4670",7350,110,,,1,"Holzkohle","according to BANADORA-DB: site-Name Kalekapp bei Berdorf
according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22179
","CCHE 2 255-260 C",7,286,2711,,1,"2014-07-16 07:54:43.209063","2014-07-16 10:27:11.802705",,"","134.245.38.100"
1026,317,"8097",5990,60,,,2,"Menschliche Rippen. Ca. 120 g.","","Grab 21.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:27:31.701256",,"",""
10192,259,"4980",9010,50,,,7,"","according to BANADORA-DB: site-name: Abris Vionnaz
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22183
","CCHE 10",7,286,2715,,1,"2014-07-16 08:04:35.554842","2014-07-16 10:28:35.813594",,"","134.245.38.100"
10193,259,"4981",9120,80,,,7,"","according to BANADORA-DB: site-name: Abri Vionnaz
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22184
","CCHE 11",7,286,2716,,1,"2014-07-16 08:06:30.453759","2014-07-16 10:28:53.637688",,"","134.245.38.100"
10195,259,"765",8753,150,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22187
","CCHE 13 50 CM",7,286,2718,,1,"2014-07-16 08:11:19.787838","2014-07-16 10:29:14.672815",,"","134.245.38.100"
10196,259,"767",7540,120,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22188
","Sup Meso III",7,286,2719,,1,"2014-07-16 08:13:48.190083","2014-07-16 10:29:46.27463",,"","134.245.38.100"
1022,317,"7995",6190,45,,,2,"Menschliche Fußknochen, Rippen. Ca. 120 g.","","Grab 47.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:30:05.348123",,"",""
10200,259,"932",7770,120,,,1,"Holzkohle","according to BANADORA-URL:  http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22192

","Sup Meso III",7,286,2723,,1,"2014-07-16 08:22:17.768223","2014-07-16 10:31:23.252541",,"","134.245.38.100"
10203,259,"938",5240,60,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22195
","CCHE 6",7,385,2726,,1,"2014-07-16 08:28:51.675017","2014-07-16 10:32:28.850339",,"","134.245.38.100"
10210,259,"947",9950,100,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22202
","CCHE 11",7,286,2733,,1,"2014-07-16 08:42:02.867361","2014-07-16 10:35:01.166753",,"","134.245.38.100"
1011,317,"7935",5910,50,,,2,"Menschliche Wirbel. Ca. 120 g.","","Grab 26.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:36:50.218913",,"",""
10215,262,"11723",5450,160,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22207

","CCHE 4",6,429,2738,,1,"2014-07-16 08:56:28.089128","2014-07-16 10:37:44.480743",,"","134.245.38.100"
1009,317,"7918",6090,50,,,2,"Menschliche Wirbel. Ca. 120 g.","","Grab 40.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:37:59.623691",,"",""
10216,262,"6948",6370,320,,,7,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22222

 ","CCHE INF",7,286,2739,,1,"2014-07-16 08:58:21.951381","2014-07-16 10:38:05.059325",,"","134.245.38.100"
996,317,"19266",3684,26,,,2,"Menschliche Knochen.","","Fundplatz 8, Grab 4.",2,246,318,t,1,"2010-11-04 15:24:20","2014-07-16 10:46:29.082024",,"",""
10240,266,"1926",6705,80,,,7,"","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22280
","",7,785,2761,,1,"2014-07-16 10:19:15.981523","2014-07-16 10:49:23.583437",,"","134.245.38.100"
990,317,"19171",4595,25,,,2,"","","Fundplatz 25, Stelle 3, Grab/Grube.",2,296,317,t,1,"2010-11-04 15:24:20","2014-07-16 10:50:12.53612",,"",""
989,317,"19165",3810,27,,,2,"Menschliche Knochen.","","Grab.",2,272,300,t,1,"2010-11-04 15:24:20","2014-07-16 10:50:46.601966",,"",""
988,317,"19164",3679,33,,,2,"Menschliche Knochen.","","Schäfergraben, Grab.",2,246,299,t,1,"2010-11-04 15:24:20","2014-07-16 10:51:25.885866",,"",""
980,317,"18738",3700,25,,,2,"Menschliche Knochen.","","Grab 1.",2,272,293,t,1,"2010-11-04 15:24:20","2014-07-16 10:56:31.539287",,"",""
971,317,"17311",4510,57,,,9,"Bau- und Feuchtholz, Kulturschicht.","","",1,277,123,t,1,"2010-11-04 15:24:20","2014-07-16 11:03:08.298012",,"",""
970,317,"17158",4181,22,,,2,"Menschliche Knochen (715 g).","Knochen aus dem Aushub der Altgrabung 1906/07. Nachuntersuchung 1990.","Galeriegrab, Bestattungsschicht.",3,315,266,t,1,"2010-11-04 15:24:20","2014-07-16 11:03:53.26751",,"",""
965,317,"17072",4605,32,,,2,"Menschliche Knochen, Sammelprobe (505 g).","Grabung 1948.","Galeriegrab I, Bestattungsschicht.",3,180,178,t,1,"2010-11-04 15:24:20","2014-07-16 11:07:26.542871",,"",""
963,317,"17024",4283,38,,,2,"Menschliche Knochen (176 g).","Funde aus dem Übergangsbereich Kammerinnenraum-Fundamentgraben.","Galeriegrab.",3,315,251,t,1,"2010-11-04 15:24:20","2014-07-16 11:09:05.116263",,"",""
961,317,"17022",4412,22,,,2,"Menschliche Knochen, Sammelprobe (643 g).","Grabung 1991/1992.","Galeriegrab II, Bestattungsschicht.",3,180,179,t,1,"2010-11-04 15:24:20","2014-07-16 11:10:36.880501",,"",""
958,317,"16976",4202,69,,,1,"Quercus sp.,Tilia sp., Acer sp. (4 g).","Befestigte Siedlung. Befund 3 (Haus, Kellergrube), Abhub 2 und 4. Grabungen ab 1989.","Grube.",1,181,194,t,1,"2010-11-04 15:24:20","2014-07-16 11:13:00.868547",,"",""
10246,266,"2593",4420,60,,,7,"","culture: Narva-culture
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22292

","",7,429,2767,,1,"2014-07-16 11:14:50.590033","2014-07-16 11:14:50.590033",,"","134.245.38.100"
953,317,"16963",3697,18,,,2,"Sammelprobe: Rind, Schwein, Schaf/Ziege?, Rothirsch (200 g).","Höhensiedlung. Grabungsstelle 3, Fläche 4. ""1. und 2. Tiefergehen"". Oberflächennahe Funde. Grabung 1969. Datum zu jung.","",1,315,185,t,1,"2010-11-04 15:24:20","2014-07-16 11:16:40.538906",,"",""
949,317,"16267",4972,45,,,1,"Quercus sp. (18 g).","Areal A, Befund 5. Fundamentgraben Palisade in 0-40 cm Tiefe unter Muschelkalk-Oberfläche. Grabung 1989. Nutzungsphase A (Konstruktion) des Erdwerks.","Palisade.",6,114,177,t,1,"2010-11-04 15:24:20","2014-07-16 11:20:35.78938",,"",""
946,317,"16260",5178,86,,,1,"Quercus sp. (05 g).","Areal N, Befund 4B. Äußerer Graben, 50-70 cm  über Grabensohle. Grabung 1992. Datum aus unbekannten Gründen (Altholz?) zu alt.","Äußerer Graben, Verfüllung.",6,316,177,t,1,"2010-11-04 15:24:20","2014-07-16 11:22:55.677986",,"",""
944,317,"16174",5003,31,,,1,"Quercus sp. (12 g).","Areal E, Befund 3A. Sammelprobe innerer Graben, 30-110 cm  über Grabensohle. Grabung 1990.","Innerer Graben, Verfüllung.",6,316,177,t,1,"2010-11-04 15:24:20","2014-07-16 11:24:08.677468",,"",""
10253,266,"2753",9490,100,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22300

","Schnitt 9A",7,286,2772,,1,"2014-07-16 11:26:55.294795","2014-07-16 11:26:55.294795",,"","134.245.38.100"
10199,259,"930",8100,90,,,1,"Holzkohle","according to BANADORA-DB: culture: Beuronien
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22191

","CCHE 4 INF 3",7,286,2722,,1,"2014-07-16 08:19:30.303163","2014-07-16 10:30:57.417024",,"","134.245.38.100"
1020,317,"7993",6100,60,,,2,"Menschliche Rippen. Ca. 120 g.","","Grab 47.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:31:14.398286",,"",""
10213,259,"950",9870,120,,,1,"Holzkohle","according to BANADORA-DB: culture: Palaeolithicum-Mesolithicum
according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22205
","CCHE 15",7,611,2736,,1,"2014-07-16 08:51:50.805366","2014-07-16 10:36:00.80972",,"","134.245.38.100"
1010,317,"7920",6040,50,,,2,"Menschliche Rippen. Ca. 120 g.","","Grab 36.",2,66,142,t,1,"2010-11-04 15:24:20","2014-07-16 10:37:25.708121",,"",""
10218,265,"172",6240,100,,,1,"Holzkohle","according to BANADORA-URL: http://www.archeometrie.mom.fr/banadora/echantillon.php?num=22226

","",16,429,2741,,1,"2014-07-16 09:08:49.263007","2014-07-16 10:38:40.527847",,"","134.245.38.100"
1004,317,"19368",4616,46,,,2,"","","Grube oben.",1,314,325,t,1,"2010-11-04 15:24:20","2014-07-16 10:41:10.818727",,"",""
1002,317,"19346",3634,29,,,2,"Menschliche Knochen.","","Schwelwerk, Grab 1.",2,246,310,t,1,"2010-11-04 15:24:20","2014-07-16 10:42:41.312893",,"",""
992,317,"19207",3758,21,,,2,"Menschliche Knochen.","","Grab.",2,272,301,t,1,"2010-11-04 15:24:20","2014-07-16 10:48:56.582915",,"",""
987,317,"19048",3942,24,,,2,"Menschliche Knochen.","","Kiesgrube nördl. v. Ort; Grab.",2,299,324,t,1,"2010-11-04 15:24:20","2014-07-16 10:52:09.353461",,"",""
981,317,"18744",3517,21,,,2,"Menschliche Knochen.","","Grab 7.",2,246,293,t,1,"2010-11-04 15:24:20","2014-07-16 10:55:53.428825",,"",""
975,317,"17533",4905,70,,,1,"Pomoideae, Quercus sp., Fraxinus excelsior, Prunus sp., Ulmus sp. (11,7 g).","Befestigte Siedlung. Grube 20.","Siedlungsgrube im Innenraum.",6,114,180,t,1,"2010-11-04 15:24:20","2014-07-16 11:00:01.161234",,"",""
972,317,"17332",4161,27,,,2,"Sammelprobe: Rind, Schwein, Schaf/Ziege, Schaf, Wildschwein, Rothirsch (900 g).","Fundstelle ""Überm Dorf"". Weiterhin Keramik der (jüngeren) Wartberg- und Kugelamphorenkultur. Funde aus Profil Kabelgraben. Mächtigkeit der Fundschicht 0,7-0,8m. Untersuchung 1990.","",1,317,356,t,1,"2010-11-04 15:24:20","2014-07-16 11:02:11.597638",,"",""
968,317,"17130",6352,29,,,2,"Sammelprobe: Rind, Schwein, Auerochse, Rothirsch, Pferd (589 g).","Höhensiedlung. Grabung 1968. Datum zu alt.","",1,181,184,t,1,"2010-11-04 15:24:20","2014-07-16 11:05:17.339831",,"",""
966,317,"17074",4793,33,,,2,"Rind, Schwein (215 g).","Graben. Schnitt C, Basisschicht (bis 0,4 m über Grabensohle, 1,0 - 1,4 m unter Geländeoberfläche). Wenig untypische, quarzgemagerte Keramik. Aus diesem Bereich Geweihaxt und Randscherben. Grabung 1985.   Nach Datum und Kontext wohl Michelsberg V.","Grabenfüllung.",6,113,266,t,1,"2010-11-04 15:24:20","2014-07-16 11:06:44.369665",,"",""
